,period,geolevel,geoitem,v2801_vh_bedr_tot,v2801_vh_dr_tot,v2801_vh_ds_auto,v2801_vh_ds_fiets,v2801_vh_ds_gewnowap,v2801_vh_ds_handtas,v2801_vh_ds_tot,v2801_vh_ds_voert,v2801_vh_ds_wap,v2801_vh_ds_winkel,v2801_vh_ds_woning,v2801_vh_ds_zakrol,v2801_vh_ifg_fys,v2801_vh_ifg_psych,v2801_vh_ifg_sx,v2801_vh_scha_auto,v2801_vh_scha_eig,v2801_vh_scha_graff,v2801_vh_totcrim
2157,2017,gemeente,42010,34,20,0,13,5,0,122,16,0,2,35,1,12,26,1,24,57,1,471
2158,2017,gemeente,42011,59,65,4,32,0,0,215,19,2,22,29,3,33,20,5,38,114,4,939
2159,2017,gemeente,42023,26,105,5,11,3,0,187,41,0,2,57,3,20,5,0,23,95,3,703
2160,2017,gemeente,42025,116,120,5,57,11,0,485,41,5,54,74,22,61,64,3,83,210,6,1803
2161,2017,gemeente,42026,26,12,3,14,1,0,112,16,0,1,24,1,37,41,1,22,85,2,486
2162,2017,gemeente,42028,62,34,3,56,7,0,300,26,0,16,43,10,57,46,1,64,142,3,1145
2163,2017,gemeente,43002,36,38,4,13,1,0,165,13,0,11,27,1,26,20,2,26,70,0,627
2164,2017,gemeente,43005,76,178,1,101,28,1,491,24,3,76,43,10,76,29,3,61,241,6,1943
2165,2017,gemeente,43007,8,12,1,6,1,0,57,3,1,6,12,0,25,6,0,7,29,0,255
2166,2017,gemeente,43010,76,75,2,55,8,0,274,17,0,25,39,3,50,59,1,32,140,1,1120
2167,2017,gemeente,43014,19,24,1,4,0,0,43,1,0,0,13,1,10,6,0,5,27,0,239
2168,2017,gemeente,43018,90,87,7,48,4,0,318,26,3,57,51,2,67,25,1,4,144,4,1214
2169,2017,gemeente,44012,26,26,3,31,2,0,159,7,0,13,60,0,8,7,0,14,48,4,426
2170,2017,gemeente,44013,47,36,2,19,2,0,204,24,2,6,63,7,23,15,0,35,74,4,661
2171,2017,gemeente,44019,113,118,7,52,7,0,373,20,2,35,79,6,74,78,3,59,162,7,1690
2172,2017,gemeente,44020,28,18,0,15,3,0,112,13,0,16,27,1,23,25,2,17,50,0,451
2173,2017,gemeente,44021,1434,3103,94,2784,392,26,12251,1131,58,1265,1219,835,811,446,14,1141,2842,136,31583
2174,2017,gemeente,44034,84,41,3,26,5,0,247,14,1,30,51,16,32,14,2,5,100,1,890
2175,2017,gemeente,44040,52,23,3,37,3,0,234,15,1,8,61,7,29,26,0,17,57,1,691
2176,2017,gemeente,44043,81,37,7,23,9,0,355,35,1,60,88,13,33,18,0,54,106,4,995
2177,2017,gemeente,44045,14,25,2,10,0,0,68,9,0,1,16,0,21,11,0,1,30,0,321
2178,2017,gemeente,44048,43,57,1,24,5,0,227,22,0,35,55,3,20,16,0,33,80,0,723
2179,2017,gemeente,44052,38,21,2,20,5,0,164,8,1,0,60,3,23,19,0,27,68,2,546
2180,2017,gemeente,44064,39,15,2,2,1,0,108,14,1,3,45,1,9,8,1,6,34,2,351
2181,2017,gemeente,44073,44,91,3,14,1,0,138,7,0,2,21,8,25,26,0,2,64,1,603
2182,2017,gemeente,44081,26,34,4,17,4,0,153,12,2,5,52,0,29,8,0,10,33,1,490
2183,2017,gemeente,44083,115,130,7,77,13,0,530,52,2,45,106,18,61,34,2,75,216,5,1916
2184,2017,gemeente,44084,113,102,6,81,4,0,363,35,0,12,79,3,33,62,3,48,153,0,1553
2185,2017,gemeente,44085,83,54,5,34,4,0,272,25,2,55,40,8,38,42,0,37,126,2,880
2186,2017,gemeente,45035,99,167,14,179,23,2,675,26,10,51,66,12,63,38,5,71,218,2,2109
2187,2017,gemeente,45041,90,102,8,58,25,1,543,62,5,81,61,35,70,33,4,163,327,19,1949
2188,2017,gemeente,45059,36,64,3,14,2,0,131,5,0,3,17,6,18,40,1,15,60,1,576
2189,2017,gemeente,45060,15,8,1,7,1,0,73,7,1,0,12,1,5,16,0,20,43,4,267
2190,2017,gemeente,45061,10,5,2,1,1,0,49,1,0,0,28,1,6,6,0,6,17,1,168
2191,2017,gemeente,45062,4,2,0,1,0,0,7,1,0,0,0,0,2,1,0,0,1,0,46
2192,2017,gemeente,45063,13,14,0,6,0,0,35,1,0,1,10,0,20,7,0,4,23,0,228
2193,2017,gemeente,45064,16,1,0,2,0,0,32,4,0,0,7,0,4,2,0,7,17,1,163
2194,2017,gemeente,45065,15,7,1,9,1,0,59,3,0,2,14,5,12,18,0,5,8,0,244
2195,2017,gemeente,45068,31,13,2,8,3,0,169,14,3,13,46,1,17,9,1,20,60,0,532
2196,2017,gemeente,46003,153,232,13,278,25,0,1033,88,3,62,168,9,104,85,4,159,409,11,3354
2197,2017,gemeente,46013,41,37,2,66,6,0,314,51,2,7,68,3,56,32,2,29,116,0,982
2198,2017,gemeente,46014,126,120,8,187,18,1,809,83,5,63,106,42,95,81,5,80,238,7,2488
2199,2017,gemeente,46020,55,41,4,31,4,0,245,23,2,11,57,3,34,23,4,31,105,2,835
2200,2017,gemeente,46021,515,396,24,481,73,3,2223,137,19,315,263,80,241,115,6,245,640,21,7350
2201,2017,gemeente,46024,61,48,3,39,12,1,278,24,3,19,50,9,49,17,1,25,105,1,957
2202,2017,gemeente,46025,107,145,5,64,17,0,471,27,7,32,98,16,89,40,3,99,296,8,1954
2203,2017,gemeente,71002,15,38,2,6,0,0,97,4,1,16,18,1,25,2,0,8,29,2,325
2204,2017,gemeente,71004,82,162,9,67,8,0,453,32,2,52,99,5,104,102,7,78,214,12,1731
2205,2017,gemeente,71011,37,64,6,34,6,0,282,47,1,1,61,6,30,19,1,52,127,2,965
2206,2017,gemeente,71016,294,741,39,178,49,2,1474,112,41,179,246,66,166,123,6,272,631,21,5321
2207,2017,gemeente,71017,19,20,0,7,2,0,95,6,0,0,33,1,13,3,0,9,39,4,290
2208,2017,gemeente,71020,23,23,2,5,3,0,115,10,0,0,40,2,18,4,0,9,31,0,339
2209,2017,gemeente,71022,302,803,31,479,72,3,2740,161,11,405,321,310,166,120,1,312,697,24,7544
2210,2017,gemeente,71024,14,24,1,15,0,0,124,15,0,5,32,3,16,15,0,17,60,0,433
2211,2017,gemeente,71034,41,105,1,27,4,0,191,14,3,12,31,3,47,32,4,35,95,0,846
2212,2017,gemeente,71037,31,48,5,17,2,0,194,17,1,4,60,2,22,18,2,29,68,5,617
2213,2017,gemeente,71045,9,6,1,2,2,0,48,6,0,0,25,1,12,3,0,7,28,0,173
2214,2017,gemeente,71053,121,246,19,154,35,2,1086,64,2,104,191,64,91,70,1,159,344,4,3285
2215,2017,gemeente,71057,52,79,2,40,7,0,302,45,0,15,53,5,28,30,3,77,134,6,925
2216,2017,gemeente,71066,64,76,10,49,7,0,320,29,7,14,73,6,38,37,0,61,115,1,968
2217,2017,gemeente,71067,20,59,5,6,2,0,106,2,2,1,29,1,9,16,0,7,35,0,369
2218,2017,gemeente,71069,29,57,1,23,2,0,136,5,1,1,37,1,20,8,1,17,40,0,441
2219,2017,gemeente,71070,85,106,13,41,11,0,437,23,4,12,120,11,56,41,0,59,172,3,1330
2220,2017,gemeente,72003,27,125,9,18,6,1,140,8,5,7,18,0,24,9,0,28,75,0,570
2221,2017,gemeente,72004,42,92,15,35,7,0,248,17,1,27,30,6,29,27,1,29,111,3,808
2222,2017,gemeente,72018,29,63,6,18,1,0,146,19,1,6,33,0,19,10,0,15,60,0,447
2223,2017,gemeente,72020,50,217,21,136,13,0,678,33,7,34,80,77,46,47,1,55,161,8,1689
2224,2017,gemeente,72021,37,117,14,44,3,0,319,19,0,45,37,11,31,23,0,46,181,51,1107
2225,2017,gemeente,72030,34,107,7,24,1,0,188,10,2,14,36,3,26,19,0,39,96,0,713
2226,2017,gemeente,72037,20,28,6,48,2,0,200,19,1,4,44,2,29,9,1,8,31,1,459
2227,2017,gemeente,72038,16,122,4,20,2,0,118,6,1,1,31,1,23,35,1,10,41,0,551
2228,2017,gemeente,72039,95,462,13,72,19,0,578,83,16,48,115,10,57,28,0,84,207,8,2076
2229,2017,gemeente,72041,30,93,9,15,6,0,162,9,3,3,32,5,25,29,2,59,132,8,820
2230,2017,gemeente,72042,60,73,4,41,8,0,249,25,2,15,46,4,33,50,1,39,110,5,890
2231,2017,gemeente,72043,62,88,21,130,8,0,537,34,1,29,95,6,41,63,0,46,121,5,1380
2232,2017,gemeente,73001,37,33,2,17,2,0,129,13,0,4,36,1,16,3,0,13,43,2,409
2233,2017,gemeente,73006,79,246,9,42,9,0,378,34,0,33,75,7,60,32,0,72,185,4,1611
2234,2017,gemeente,73009,35,56,2,11,7,0,125,18,2,2,27,2,17,15,1,25,68,1,501
2235,2017,gemeente,73022,21,32,5,3,0,0,68,8,3,3,21,1,16,23,0,9,34,0,283
2236,2017,gemeente,73028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2237,2017,gemeente,73032,18,38,4,3,2,0,119,12,1,5,49,2,12,10,0,10,38,0,344
2238,2017,gemeente,73040,22,22,0,3,1,0,92,5,1,4,38,2,12,1,1,10,36,0,301
2239,2017,gemeente,73042,41,88,24,46,7,0,463,47,4,14,107,8,50,28,0,62,166,6,1304
2240,2017,gemeente,73066,35,72,6,13,3,0,202,20,1,1,60,2,20,11,0,23,62,1,650
2241,2017,gemeente,73083,130,236,14,39,26,1,785,45,3,123,171,48,104,47,3,115,395,10,2662
2242,2017,gemeente,73098,13,7,5,10,4,0,69,5,1,1,17,1,3,4,0,7,24,1,216
2243,2017,gemeente,73107,77,115,26,43,12,0,619,88,9,57,107,24,83,36,1,190,336,2,1948
2244,2017,gemeente,73109,14,134,4,5,1,0,80,10,0,0,28,1,9,5,1,10,29,0,334
2245,2017,gemeente,99991,147,693,7,2,5,1,674,40,0,23,0,86,5,1,0,46,73,0,4678
2246,2017,gemeente,99992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2247,2018,gemeente,11001,72,29,4,24,4,0,223,23,0,13,64,10,20,24,2,31,66,2,668
2248,2018,gemeente,11002,3253,3850,284,3698,1088,63,22607,2966,225,2427,2805,2073,1949,628,26,2227,5253,139,60842
2249,2018,gemeente,11004,65,26,3,57,3,2,236,18,4,6,55,14,30,26,1,35,66,0,679
2250,2018,gemeente,11005,92,506,7,68,47,2,1094,37,7,55,46,451,86,29,1,61,156,4,2598
2251,2018,gemeente,11007,74,66,2,19,12,0,214,29,2,29,49,12,54,26,2,32,66,1,806
2252,2018,gemeente,11008,168,194,12,126,24,1,596,43,3,34,130,11,84,59,5,89,226,9,2139
2253,2018,gemeente,11009,133,273,7,70,10,1,445,27,3,31,127,9,44,59,1,57,145,2,1789
2254,2018,gemeente,11013,91,29,5,64,14,0,450,70,4,6,125,13,40,42,2,38,84,2,1031
2255,2018,gemeente,11016,69,50,7,71,9,0,305,31,1,24,56,0,60,45,5,19,60,2,989
2256,2018,gemeente,11018,28,18,2,13,4,0,136,30,3,8,37,3,36,18,0,59,87,1,541
2257,2018,gemeente,11021,39,15,5,73,0,0,180,13,1,2,36,2,8,11,0,20,42,1,405
2258,2018,gemeente,11022,58,38,2,74,3,0,275,17,0,19,51,3,35,48,4,4,27,0,803
2259,2018,gemeente,11023,89,65,2,77,12,0,365,28,0,19,73,12,37,22,2,54,122,5,1058
2260,2018,gemeente,11024,113,47,10,80,14,0,512,71,4,27,120,17,41,25,1,43,96,2,1240
2261,2018,gemeente,11025,25,12,0,32,6,0,136,8,1,2,55,2,12,6,1,8,27,0,320
2262,2018,gemeente,11029,234,100,7,186,21,1,777,49,3,56,167,61,64,63,3,91,191,0,2143
2263,2018,gemeente,11030,28,14,4,30,3,0,143,10,4,2,25,1,31,29,2,56,103,1,599
2264,2018,gemeente,11035,45,87,2,24,9,0,231,44,2,4,57,5,18,4,0,29,71,0,847
2265,2018,gemeente,11037,49,64,8,25,5,0,339,61,3,5,87,11,33,12,5,54,98,0,884
2266,2018,gemeente,11038,42,12,3,25,4,0,171,9,2,24,22,8,16,11,1,30,77,2,504
2267,2018,gemeente,11039,82,56,4,40,7,0,295,20,0,27,95,2,39,16,2,26,72,1,949
2268,2018,gemeente,11040,272,156,6,85,20,0,636,46,6,83,143,30,115,43,3,114,237,15,2368
2269,2018,gemeente,11044,70,102,7,36,7,0,258,39,1,11,55,7,42,9,0,53,101,5,837
2270,2018,gemeente,11050,95,38,2,25,10,0,390,33,2,107,57,35,30,9,0,31,62,1,884
2271,2018,gemeente,11052,129,41,3,29,6,0,255,28,4,12,68,9,41,27,0,35,73,2,932
2272,2018,gemeente,11053,68,110,5,59,9,0,263,18,1,9,72,2,50,48,2,8,43,0,1064
2273,2018,gemeente,11054,42,32,4,21,5,0,170,20,2,17,51,3,13,10,0,20,55,1,525
2274,2018,gemeente,11055,74,48,6,42,4,1,296,11,1,54,77,5,33,33,1,27,93,1,967
2275,2018,gemeente,11056,74,48,8,68,14,0,355,32,2,34,54,9,70,38,0,39,99,2,1177
2276,2018,gemeente,11057,69,61,6,30,9,0,215,13,1,24,31,8,25,8,0,22,56,0,789
2277,2018,gemeente,12002,43,30,1,21,3,0,85,6,0,8,15,1,15,7,0,15,35,1,395
2278,2018,gemeente,12005,22,37,0,5,2,0,136,11,2,7,47,2,18,6,0,17,46,0,482
2279,2018,gemeente,12007,82,69,4,39,13,0,314,27,4,26,81,10,40,12,1,59,117,1,1055
2280,2018,gemeente,12009,50,152,5,58,5,1,270,22,1,7,61,19,20,16,0,38,80,3,1017
2281,2018,gemeente,12014,112,157,5,135,17,0,581,37,8,29,79,45,107,65,1,64,192,3,2087
2282,2018,gemeente,12021,108,164,12,143,36,1,753,28,3,128,95,41,91,34,1,139,262,7,2539
2283,2018,gemeente,12025,460,873,28,562,99,9,2418,202,20,300,336,139,226,88,5,309,671,6,7750
2284,2018,gemeente,12026,123,53,3,55,6,0,258,13,1,5,56,8,30,25,1,25,90,4,948
2285,2018,gemeente,12029,44,107,1,17,0,0,139,13,1,5,31,6,22,6,0,21,57,0,633
2286,2018,gemeente,12035,42,96,5,33,5,0,273,37,1,28,58,8,29,5,2,46,101,1,945
2287,2018,gemeente,12040,123,156,7,73,18,2,486,46,1,54,85,23,86,31,3,98,184,3,1978
2288,2018,gemeente,12041,68,73,7,100,16,1,375,29,1,24,78,1,39,34,3,62,119,2,1163
2289,2018,gemeente,13001,38,97,4,51,5,0,207,15,0,12,23,4,11,13,0,17,58,0,772
2290,2018,gemeente,13002,3,10,1,7,1,0,40,0,0,2,9,0,0,0,0,11,19,1,108
2291,2018,gemeente,13003,35,46,2,34,2,0,222,16,2,0,35,5,19,6,0,25,80,1,637
2292,2018,gemeente,13004,43,25,3,52,4,0,218,10,1,2,37,4,33,8,0,23,82,1,680
2293,2018,gemeente,13006,18,152,3,25,1,0,125,9,1,2,10,26,9,4,0,4,10,1,417
2294,2018,gemeente,13008,112,304,5,218,21,1,806,33,6,54,113,48,52,29,2,70,162,1,2142
2295,2018,gemeente,13010,26,30,2,27,1,1,169,10,0,21,26,4,16,5,1,3,15,0,469
2296,2018,gemeente,13011,110,116,4,204,13,1,789,34,3,78,88,40,34,28,4,15,44,0,1733
2297,2018,gemeente,13012,18,7,3,16,2,0,137,9,0,19,18,2,12,0,0,4,20,0,286
2298,2018,gemeente,13013,63,26,0,15,4,0,170,10,0,22,37,3,21,20,2,13,45,1,601
2299,2018,gemeente,13014,75,204,12,61,9,0,417,61,0,32,59,9,27,21,4,12,72,35,1231
2300,2018,gemeente,13016,41,30,0,21,0,0,100,12,0,12,18,2,18,11,0,5,18,0,327
2301,2018,gemeente,13017,53,42,2,45,1,0,232,11,1,4,38,6,10,8,1,34,94,7,734
2302,2018,gemeente,13019,53,143,4,41,2,0,269,20,0,3,76,3,13,13,0,18,71,0,869
2303,2018,gemeente,13021,30,30,3,18,1,0,102,8,0,1,34,2,8,3,2,13,38,1,322
2304,2018,gemeente,13023,17,46,4,25,0,0,129,12,0,6,12,2,16,6,0,3,22,1,448
2305,2018,gemeente,13025,65,268,8,206,11,2,780,74,5,66,73,51,46,27,1,65,141,1,2123
2306,2018,gemeente,13029,23,26,2,25,0,0,148,6,0,15,26,16,12,13,0,6,15,0,413
2307,2018,gemeente,13031,33,23,6,19,2,1,187,14,1,37,34,2,12,9,0,16,45,1,462
2308,2018,gemeente,13035,46,157,7,28,2,0,181,15,1,18,23,1,12,6,2,14,39,0,749
2309,2018,gemeente,13036,37,39,1,30,2,0,170,7,0,20,32,3,14,3,0,7,33,3,428
2310,2018,gemeente,13037,40,18,5,25,3,0,155,12,1,10,18,8,16,32,0,5,11,0,437
2311,2018,gemeente,13040,211,275,8,514,59,0,1659,81,12,215,110,38,97,33,1,166,399,10,4083
2312,2018,gemeente,13044,25,12,3,16,4,0,99,5,1,2,21,2,8,7,2,4,13,0,283
2313,2018,gemeente,13046,27,21,0,37,4,0,154,24,1,18,25,1,12,5,1,9,44,5,377
2314,2018,gemeente,13049,219,118,4,92,4,0,381,28,0,41,46,11,40,21,1,22,91,0,1287
2315,2018,gemeente,13053,49,34,4,13,1,0,158,7,1,11,47,3,12,4,0,20,45,2,465
2316,2018,gemeente,21001,642,631,198,178,502,27,5567,1359,98,318,761,817,352,124,5,480,973,32,13045
2317,2018,gemeente,21002,173,86,28,165,60,7,1121,147,9,81,241,73,48,20,1,117,204,4,2531
2318,2018,gemeente,21003,113,155,24,38,96,5,866,194,11,73,198,70,62,18,1,112,191,5,2122
2319,2018,gemeente,21004,1782,2470,298,1175,2687,119,26250,4095,307,845,1200,7402,715,254,13,975,2310,160,47385
2320,2018,gemeente,21005,233,211,34,184,85,3,1623,288,6,57,211,208,110,59,2,165,285,23,3917
2321,2018,gemeente,21006,226,85,31,67,108,5,1328,311,18,106,244,123,124,75,2,165,298,7,3390
2322,2018,gemeente,21007,240,510,51,91,163,10,1699,416,23,37,348,149,114,70,3,177,347,25,5199
2323,2018,gemeente,21008,132,138,28,33,73,4,633,129,11,5,148,54,77,13,1,90,178,5,1908
2324,2018,gemeente,21009,515,734,97,476,425,10,5962,1187,55,285,725,1030,226,91,1,376,795,82,11771
2325,2018,gemeente,21010,188,258,57,153,169,11,1819,270,35,100,302,232,111,39,3,199,383,10,4091
2326,2018,gemeente,21011,77,367,21,28,70,6,544,81,11,6,87,76,69,9,1,64,131,4,1780
2327,2018,gemeente,21012,444,1095,90,182,346,15,3015,652,40,93,384,398,283,88,7,358,717,17,8922
2328,2018,gemeente,21013,362,453,65,187,460,23,5805,995,54,141,297,1476,136,47,3,234,519,43,11062
2329,2018,gemeente,21014,154,206,17,57,130,2,1302,270,32,11,88,314,112,48,0,111,226,7,3614
2330,2018,gemeente,21015,534,427,155,244,431,30,5343,889,111,87,650,1266,369,178,9,359,721,24,13258
2331,2018,gemeente,21016,401,339,83,143,159,12,2728,430,22,139,743,230,165,77,3,218,458,21,6747
2332,2018,gemeente,21017,124,101,28,82,41,3,746,130,10,16,203,42,36,19,0,67,148,8,1811
2333,2018,gemeente,21018,299,216,58,221,91,6,1714,205,9,102,374,168,117,47,1,217,345,6,4488
2334,2018,gemeente,21019,140,102,34,116,44,1,1042,148,8,19,305,83,60,26,0,129,220,4,2498
2335,2018,gemeente,23002,121,45,29,60,19,0,685,129,6,26,194,12,50,27,4,92,183,7,1844
2336,2018,gemeente,23003,91,62,24,23,14,1,582,118,2,45,219,12,32,39,2,53,119,12,1455
2337,2018,gemeente,23009,8,1,2,0,2,0,25,1,0,0,9,1,2,0,1,6,14,0,94
2338,2018,gemeente,23016,214,235,29,59,37,2,924,194,10,52,242,26,67,29,3,103,217,4,2740
2339,2018,gemeente,23023,14,9,0,5,0,0,52,3,0,7,19,1,12,3,1,5,12,1,258
2340,2018,gemeente,23024,27,11,1,1,0,0,70,6,0,4,25,1,11,12,1,15,32,0,290
2341,2018,gemeente,23025,136,51,27,58,23,1,664,81,7,31,260,20,52,27,1,105,175,1,1539
2342,2018,gemeente,23027,161,189,21,136,36,1,916,134,12,68,213,52,67,55,2,136,260,10,2740
2343,2018,gemeente,23032,13,6,4,1,1,0,59,8,0,0,19,0,7,5,0,4,19,1,206
2344,2018,gemeente,23033,38,19,4,9,6,0,206,38,1,30,60,8,14,20,0,21,41,2,483
2345,2018,gemeente,23038,35,61,3,30,5,0,188,21,2,20,39,9,10,0,0,21,65,1,538
2346,2018,gemeente,23039,19,9,1,35,1,0,122,8,1,14,27,3,19,9,0,9,30,1,331
2347,2018,gemeente,23044,40,46,5,71,9,0,251,33,1,14,55,6,24,40,0,66,116,16,880
2348,2018,gemeente,23045,67,43,9,77,5,0,315,38,0,27,56,9,28,12,0,40,78,1,799
2349,2018,gemeente,23047,72,75,15,31,15,1,528,109,6,47,88,13,47,9,0,66,106,2,1273
2350,2018,gemeente,23050,61,44,13,51,11,0,369,49,1,12,103,8,25,18,0,33,79,0,851
2351,2018,gemeente,23052,40,10,4,56,9,0,240,34,1,10,44,4,9,11,1,30,60,2,638
2352,2018,gemeente,23060,37,11,3,40,11,0,226,18,1,22,43,9,17,8,1,31,77,5,676
2353,2018,gemeente,23062,107,83,6,32,9,0,429,78,3,11,136,13,40,40,0,64,108,0,1167
2354,2018,gemeente,23064,13,4,2,3,1,0,47,3,0,6,12,0,1,0,0,8,15,0,135
2355,2018,gemeente,23077,123,118,24,40,31,2,621,148,7,54,162,12,55,31,0,93,174,4,1829
2356,2018,gemeente,23081,47,77,7,27,7,0,176,20,0,17,30,6,42,11,0,31,61,1,695
2357,2018,gemeente,23086,54,31,7,63,7,1,315,50,2,27,78,7,17,7,0,45,91,3,779
2358,2018,gemeente,23088,216,190,43,214,31,2,1236,182,5,151,170,65,99,25,3,145,260,3,3309
2359,2018,gemeente,23094,155,93,36,46,22,0,766,103,5,31,184,32,71,41,3,132,251,7,2538
2360,2018,gemeente,23096,57,56,13,79,6,0,426,63,2,33,123,8,17,14,0,30,73,1,981
2361,2018,gemeente,23097,42,34,3,7,3,0,131,33,0,7,32,2,17,6,0,16,51,0,437
2362,2018,gemeente,23098,47,25,12,7,8,0,331,97,2,57,50,20,11,4,0,30,51,7,644
2363,2018,gemeente,23099,62,39,13,15,11,1,278,40,2,30,87,7,11,2,0,32,55,2,604
2364,2018,gemeente,23100,21,3,5,13,3,0,139,30,1,2,60,1,4,1,0,5,17,0,260
2365,2018,gemeente,23101,60,29,20,24,9,0,447,97,0,9,195,9,13,13,0,43,100,9,977
2366,2018,gemeente,23102,51,22,25,28,37,2,437,86,7,38,120,16,20,5,0,55,107,1,1029
2367,2018,gemeente,23103,70,35,13,33,15,0,249,41,2,2,65,6,17,14,0,23,45,1,604
2368,2018,gemeente,23104,32,29,0,3,6,0,84,10,0,6,16,0,4,4,0,10,57,0,438
2369,2018,gemeente,23105,36,32,6,16,5,0,228,44,2,12,73,3,21,8,0,26,49,1,625
2370,2018,gemeente,24001,88,310,8,132,11,0,532,30,2,44,64,40,73,26,2,81,191,5,1903
2371,2018,gemeente,24007,25,8,1,25,3,0,89,4,0,5,24,4,18,5,2,11,26,0,262
2372,2018,gemeente,24008,16,12,0,0,2,0,69,6,0,2,20,0,8,13,0,6,47,14,284
2373,2018,gemeente,24009,29,20,1,5,2,0,117,30,0,2,36,1,10,11,0,13,28,0,338
2374,2018,gemeente,24011,31,11,3,6,1,0,138,4,0,9,61,8,10,1,0,9,31,1,393
2375,2018,gemeente,24014,37,17,8,15,5,0,199,23,2,9,63,15,12,3,0,13,50,1,481
2376,2018,gemeente,24016,19,17,1,6,1,0,90,8,1,7,31,0,2,3,0,12,33,1,263
2377,2018,gemeente,24020,62,196,6,61,12,1,528,42,0,65,84,29,55,41,0,55,135,1,1615
2378,2018,gemeente,24028,15,12,1,0,1,0,37,1,2,1,9,0,9,5,0,9,28,1,184
2379,2018,gemeente,24033,33,58,3,52,6,0,254,14,0,10,86,11,18,7,1,21,44,0,656
2380,2018,gemeente,24038,75,23,5,35,3,0,275,45,0,18,75,8,19,14,1,41,93,5,707
2381,2018,gemeente,24041,6,5,1,8,2,0,67,4,0,0,20,1,15,2,0,14,36,1,232
2382,2018,gemeente,24043,27,49,1,7,3,0,82,0,0,1,37,2,11,8,2,9,27,0,296
2383,2018,gemeente,24045,22,8,2,5,1,0,68,9,0,0,21,0,13,7,1,10,26,0,251
2384,2018,gemeente,24048,25,51,1,26,6,0,175,12,3,9,71,5,28,6,1,21,52,2,519
2385,2018,gemeente,24054,15,15,0,0,0,0,33,3,0,0,11,1,8,8,0,8,16,1,192
2386,2018,gemeente,24055,51,32,6,27,7,0,238,34,1,4,81,7,17,11,0,27,63,2,640
2387,2018,gemeente,24059,99,53,2,24,6,0,208,15,1,18,49,9,33,21,0,22,81,4,832
2388,2018,gemeente,24062,765,1252,28,1789,140,6,5281,235,19,425,429,512,242,61,0,342,924,22,13939
2389,2018,gemeente,24066,41,9,1,6,4,0,78,13,0,1,21,1,8,11,1,8,27,0,312
2390,2018,gemeente,24086,35,19,4,4,4,0,137,28,0,0,58,1,13,5,0,18,48,0,364
2391,2018,gemeente,24094,46,195,6,27,2,0,209,16,1,7,47,20,29,5,0,26,62,0,713
2392,2018,gemeente,24104,76,55,7,67,9,0,421,105,1,8,99,15,29,12,0,35,98,4,972
2393,2018,gemeente,24107,82,189,6,115,16,0,713,37,2,107,124,31,94,29,1,123,245,4,2227
2394,2018,gemeente,24109,40,63,2,44,4,0,179,16,1,20,39,0,39,17,0,25,100,0,587
2395,2018,gemeente,24130,29,20,0,3,2,0,80,5,0,1,26,2,17,6,0,10,28,0,333
2396,2018,gemeente,24133,11,15,1,1,0,0,46,4,0,2,10,0,16,4,0,8,24,3,203
2397,2018,gemeente,24134,42,70,1,12,6,0,234,12,0,15,65,12,21,22,0,25,81,1,850
2398,2018,gemeente,24135,31,17,1,3,4,0,157,14,0,33,19,19,12,9,1,16,45,1,435
2399,2018,gemeente,24137,12,14,0,2,3,0,36,2,0,0,7,0,9,4,1,2,10,0,139
2400,2018,gemeente,31003,28,15,1,24,4,0,153,10,0,9,25,3,10,9,0,32,68,0,535
2401,2018,gemeente,31004,159,223,5,176,25,1,862,62,5,121,57,80,93,34,2,96,268,11,2814
2402,2018,gemeente,31005,560,550,19,788,93,7,3634,259,8,404,353,452,204,101,4,402,1469,36,11188
2403,2018,gemeente,31006,27,9,3,7,5,0,83,7,1,0,20,2,17,9,1,16,30,0,323
2404,2018,gemeente,31012,41,32,2,15,6,1,151,24,0,9,28,2,7,6,2,12,40,2,559
2405,2018,gemeente,31022,56,37,4,28,6,0,203,16,2,16,36,5,29,23,0,33,89,2,721
2406,2018,gemeente,31033,76,80,2,98,14,0,321,21,2,39,22,8,27,14,2,40,110,2,1077
2407,2018,gemeente,31040,74,20,3,27,5,0,189,17,0,32,36,0,35,26,5,44,99,0,740
2408,2018,gemeente,31042,7,5,0,4,2,0,33,4,0,0,10,0,4,2,0,1,9,0,98
2409,2018,gemeente,31043,168,147,18,251,28,1,925,47,4,104,110,57,56,34,1,177,334,20,2713
2410,2018,gemeente,32003,58,46,1,26,10,0,182,5,2,17,32,1,35,21,0,32,103,3,746
2411,2018,gemeente,32006,39,22,1,5,0,0,56,2,0,6,13,0,11,15,0,17,40,0,335
2412,2018,gemeente,32010,24,35,2,9,0,0,58,6,2,7,5,1,19,7,0,10,41,0,299
2413,2018,gemeente,32011,47,29,2,29,4,0,122,9,1,15,19,0,19,11,0,23,62,0,481
2414,2018,gemeente,32030,8,3,0,0,0,0,12,1,0,1,2,0,2,0,0,6,14,0,63
2415,2018,gemeente,33011,136,154,8,80,14,0,509,28,8,54,45,15,64,42,1,121,287,10,2140
2416,2018,gemeente,33016,3,1,1,3,1,0,13,3,0,0,0,0,7,2,0,0,4,0,53
2417,2018,gemeente,33021,80,34,7,40,6,0,207,18,1,13,37,3,45,39,0,31,98,6,825
